Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú
B24DCCC000,2024-01-03,dat,Ăn uống,111985,Thanh toán dịch vụ
B24DCCC000,2024-03-01,dat,Ăn uống,492995,Khoản chi đột xuất
B24DCCC000,2024-10-19,dat,Học tập,356743,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-10,dat,Khác,144280,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-15,dat,Mua sắm,417961,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-30,dat,Di chuyển,58252,Khoản chi đột xuất
B24DCCC000,2024-07-29,dat,Di chuyển,129902,Thanh toán dịch vụ
B24DCCC000,2024-05-20,dat,Giải trí,272930,Thanh toán dịch vụ
B24DCCC000,2024-07-04,dat,Di chuyển,242131,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-08,dat,Khác,329957,Khoản chi đột xuất
B24DCCC000,2024-03-18,dat,Giải trí,59697,Chi phí cần thiết trong tháng
B24DCCC000,2024-12-20,dat,Mua sắm,335901,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-28,dat,Khác,105920,Chi phí cần thiết trong tháng
B24DCCC000,2024-07-02,dat,Học tập,72102,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-14,dat,Ăn uống,329426,Khoản chi đột xuất
B24DCCC000,2024-03-16,dat,Khác,496541,Khoản chi đột xuất
B24DCCC000,2024-01-21,dat,Khác,164712,Khoản chi đột xuất
B24DCCC000,2024-09-17,dat,Khác,319679,Khoản chi đột xuất
B24DCCC000,2024-08-18,dat,Ăn uống,42807,Khoản chi đột xuất
B24DCCC000,2024-10-07,dat,Giải trí,129704,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-16,dat,Ăn uống,279922,Thanh toán dịch vụ
B24DCCC000,2024-08-26,dat,Mua sắm,416090,Chi phí cần thiết trong tháng
B24DCCC000,2024-07-08,dat,Ăn uống,88129,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-03,dat,Học tập,168889,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-02,dat,Học tập,41189,Khoản chi đột xuất
B24DCCC000,2024-10-07,dat,Học tập,267248,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-22,dat,Y tế,350966,Khoản chi đột xuất
B24DCCC000,2024-05-09,dat,Y tế,382682,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-11,dat,Khác,296679,Khoản chi đột xuất
B24DCCC000,2024-05-28,dat,Ăn uống,38033,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-29,dat,Di chuyển,275064,Chi phí cần thiết trong tháng
B24DCCC000,2024-06-14,dat,Mua sắm,491481,Thanh toán dịch vụ
B24DCCC000,2024-11-16,dat,Y tế,163242,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-12,dat,Mua sắm,462489,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-21,dat,Khác,176003,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-06,dat,Khác,154906,Khoản chi đột xuất
B24DCCC000,2024-06-29,dat,Ăn uống,492133,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-22,dat,Mua sắm,100647,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-02,dat,Ăn uống,111545,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-20,dat,Khác,386718,Khoản chi đột xuất
B24DCCC000,2024-07-05,dat,Khác,255303,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-30,dat,Di chuyển,59738,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-21,dat,Di chuyển,120344,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-02,dat,Y tế,252865,Chi phí cần thiết trong tháng
B24DCCC000,2024-07-25,dat,Mua sắm,312835,Khoản chi đột xuất
B24DCCC000,2024-12-06,dat,Mua sắm,273346,Khoản chi đột xuất
B24DCCC000,2024-06-28,dat,Mua sắm,400499,Khoản chi đột xuất
B24DCCC000,2024-03-23,dat,Mua sắm,27898,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-13,dat,Mua sắm,257346,Thanh toán dịch vụ
B24DCCC000,2024-08-24,dat,Y tế,58530,Khoản chi đột xuất
B24DCCC000,2024-04-21,dat,Học tập,195135,Khoản chi đột xuất
B24DCCC000,2024-12-23,dat,Y tế,464471,Khoản chi đột xuất
B24DCCC000,2024-08-08,dat,Di chuyển,224131,Chi phí cần thiết trong tháng
B24DCCC000,2024-07-01,dat,Di chuyển,326359,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-04,dat,Giải trí,389377,Khoản chi đột xuất
B24DCCC000,2024-10-02,dat,Di chuyển,48760,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-18,dat,Y tế,90006,Khoản chi đột xuất
B24DCCC000,2024-03-16,dat,Mua sắm,230716,Thanh toán dịch vụ
B24DCCC000,2024-02-10,dat,Khác,171530,Thanh toán dịch vụ
B24DCCC000,2024-03-15,dat,Mua sắm,294504,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-18,dat,Ăn uống,67682,Thanh toán dịch vụ
B24DCCC000,2024-01-31,dat,Ăn uống,297370,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-02,dat,Giải trí,23463,Khoản chi đột xuất
B24DCCC000,2024-12-28,dat,Giải trí,302921,Khoản chi đột xuất
B24DCCC000,2024-01-24,dat,Giải trí,45684,Thanh toán dịch vụ
B24DCCC000,2024-06-03,dat,Y tế,474546,Khoản chi đột xuất
B24DCCC000,2024-06-06,dat,Khác,297331,Khoản chi đột xuất
B24DCCC000,2024-01-02,dat,Học tập,368217,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-04,dat,Giải trí,451738,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-18,dat,Di chuyển,42322,Khoản chi đột xuất
B24DCCC000,2024-06-16,dat,Di chuyển,271532,Thanh toán dịch vụ
B24DCCC000,2024-11-30,dat,Học tập,352495,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-16,dat,Giải trí,373416,Thanh toán dịch vụ
B24DCCC000,2024-09-16,dat,Khác,498046,Thanh toán dịch vụ
B24DCCC000,2024-06-17,dat,Di chuyển,26062,Thanh toán dịch vụ
B24DCCC000,2024-11-24,dat,Học tập,181591,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-31,dat,Mua sắm,302395,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-13,dat,Ăn uống,300307,Thanh toán dịch vụ
B24DCCC000,2024-08-29,dat,Ăn uống,412945,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-23,dat,Giải trí,75490,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-20,dat,Khác,260473,Khoản chi đột xuất
B24DCCC000,2024-02-15,dat,Giải trí,163797,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-05,dat,Mua sắm,207855,Thanh toán dịch vụ
B24DCCC000,2024-10-22,dat,Khác,45621,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-28,dat,Giải trí,426695,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-04,dat,Học tập,299724,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-14,dat,Mua sắm,93105,Thanh toán dịch vụ
B24DCCC000,2024-08-01,dat,Ăn uống,332041,Khoản chi đột xuất
B24DCCC000,2024-09-14,dat,Giải trí,288775,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-18,dat,Giải trí,355129,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-08,dat,Mua sắm,359449,Thanh toán dịch vụ
B24DCCC000,2024-01-07,dat,Giải trí,259791,Khoản chi đột xuất
B24DCCC000,2024-09-02,dat,Giải trí,301379,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-20,dat,Y tế,72064,Thanh toán dịch vụ
B24DCCC000,2024-08-14,dat,Ăn uống,369636,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-29,dat,Học tập,277187,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-21,dat,Ăn uống,478575,Thanh toán dịch vụ
B24DCCC000,2024-01-17,dat,Y tế,134293,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-04,dat,Giải trí,161677,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-05,dat,Mua sắm,154583,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-02,dat,Mua sắm,277218,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-01,dat,Ăn uống,141953,Khoản chi đột xuất
B24DCCC000,2024-11-09,dat,Giải trí,413243,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-07,dat,Giải trí,195477,Khoản chi đột xuất
B24DCCC000,2024-12-26,dat,Mua sắm,412617,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-15,dat,Di chuyển,274253,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-11,dat,Khác,103792,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-25,dat,Giải trí,280972,Khoản chi đột xuất
B24DCCC000,2024-03-29,dat,Y tế,467621,Chi phí cần thiết trong tháng
B24DCCC000,2024-12-03,dat,Học tập,99300,Khoản chi đột xuất
B24DCCC000,2024-06-21,dat,Học tập,82711,Thanh toán dịch vụ
B24DCCC000,2024-12-06,dat,Khác,40050,Khoản chi đột xuất
B24DCCC000,2024-10-05,dat,Giải trí,162182,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-12,dat,Ăn uống,258685,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-17,dat,Khác,368456,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-30,dat,Y tế,146124,Khoản chi đột xuất
B24DCCC000,2024-05-08,dat,Ăn uống,384261,Chi phí cần thiết trong tháng
B24DCCC000,2024-07-18,dat,Di chuyển,304843,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-06,dat,Di chuyển,120293,Thanh toán dịch vụ
B24DCCC000,2024-01-24,dat,Khác,63859,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-25,dat,Học tập,403540,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-11,dat,Giải trí,109427,Khoản chi đột xuất
B24DCCC000,2024-02-22,dat,Ăn uống,29161,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-30,dat,Khác,376638,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-04,dat,Khác,408327,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-20,dat,Giải trí,213099,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-16,dat,Ăn uống,258694,Khoản chi đột xuất
B24DCCC000,2024-04-29,dat,Ăn uống,150608,Thanh toán dịch vụ
B24DCCC000,2024-06-27,dat,Mua sắm,489335,Thanh toán dịch vụ
B24DCCC000,2024-08-05,dat,Mua sắm,272155,Thanh toán dịch vụ
B24DCCC000,2024-01-04,dat,Ăn uống,111831,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-29,dat,Giải trí,264168,Khoản chi đột xuất
B24DCCC000,2024-07-06,dat,Mua sắm,145127,Khoản chi đột xuất
B24DCCC000,2024-10-03,dat,Mua sắm,242143,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-26,dat,Khác,210768,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-23,dat,Khác,483593,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-25,dat,Khác,421941,Thanh toán dịch vụ
B24DCCC000,2024-11-15,dat,Khác,409888,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-30,dat,Ăn uống,319998,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-27,dat,Di chuyển,301136,Thanh toán dịch vụ
B24DCCC000,2024-10-17,dat,Di chuyển,134497,Thanh toán dịch vụ
B24DCCC000,2024-02-01,dat,Di chuyển,290586,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-16,dat,Mua sắm,240860,Thanh toán dịch vụ
B24DCCC000,2024-04-21,dat,Giải trí,94487,Khoản chi đột xuất
B24DCCC000,2024-05-24,dat,Ăn uống,474548,Thanh toán dịch vụ
B24DCCC000,2024-11-17,dat,Ăn uống,224382,Khoản chi đột xuất
B24DCCC000,2024-04-19,dat,Giải trí,67145,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-05,dat,Giải trí,320870,Thanh toán dịch vụ
B24DCCC000,2024-03-07,dat,Giải trí,169083,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-22,dat,Học tập,81190,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-09,dat,Y tế,314027,Chi phí cần thiết trong tháng
B24DCCC000,2024-12-28,dat,Mua sắm,62087,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-22,dat,Giải trí,134403,Khoản chi đột xuất
B24DCCC000,2024-11-05,dat,Di chuyển,155479,Thanh toán dịch vụ
B24DCCC000,2024-05-01,dat,Học tập,22649,Khoản chi đột xuất
B24DCCC000,2024-07-13,dat,Khác,370433,Chi phí cần thiết trong tháng
B24DCCC000,2024-12-03,dat,Y tế,132530,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-24,dat,Mua sắm,122420,Thanh toán dịch vụ
B24DCCC000,2024-02-24,dat,Học tập,70440,Khoản chi đột xuất
B24DCCC000,2024-06-02,dat,Học tập,281175,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-09,dat,Mua sắm,199779,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-26,dat,Y tế,389843,Thanh toán dịch vụ
B24DCCC000,2024-09-09,dat,Khác,80187,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-23,dat,Học tập,440967,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-26,dat,Di chuyển,83547,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-24,dat,Mua sắm,22739,Khoản chi đột xuất
B24DCCC000,2024-01-25,dat,Mua sắm,428256,Khoản chi đột xuất
B24DCCC000,2024-11-03,dat,Ăn uống,128668,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-21,dat,Mua sắm,157489,Khoản chi đột xuất
B24DCCC000,2024-06-07,dat,Ăn uống,361755,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-24,dat,Mua sắm,432793,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-18,dat,Khác,95715,Thanh toán dịch vụ
B24DCCC000,2024-11-14,dat,Mua sắm,362487,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-02,dat,Ăn uống,446675,Thanh toán dịch vụ
B24DCCC000,2024-02-11,dat,Học tập,201051,Thanh toán dịch vụ
B24DCCC000,2024-01-05,dat,Mua sắm,128771,Thanh toán dịch vụ
B24DCCC000,2024-10-04,dat,Ăn uống,44334,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-12,dat,Y tế,102967,Thanh toán dịch vụ
B24DCCC000,2024-03-01,dat,Di chuyển,432912,Khoản chi đột xuất
B24DCCC000,2024-05-25,dat,Di chuyển,98446,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-05,dat,Khác,229935,Thanh toán dịch vụ
B24DCCC000,2024-10-25,dat,Y tế,339374,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-14,dat,Y tế,450596,Thanh toán dịch vụ
B24DCCC000,2024-10-09,dat,Ăn uống,82292,Thanh toán dịch vụ
B24DCCC000,2024-12-10,dat,Ăn uống,230447,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-28,dat,Giải trí,201299,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-21,dat,Y tế,224333,Khoản chi đột xuất
B24DCCC000,2024-10-26,dat,Ăn uống,267163,Thanh toán dịch vụ
B24DCCC000,2024-02-27,dat,Ăn uống,319524,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-03,dat,Học tập,115683,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-07,dat,Mua sắm,499801,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-18,dat,Khác,297618,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-18,dat,Ăn uống,110170,Khoản chi đột xuất
B24DCCC000,2024-07-27,dat,Học tập,263592,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-14,dat,Giải trí,38028,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-22,dat,Ăn uống,76720,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-30,dat,Mua sắm,283935,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-14,dat,Học tập,324788,Thanh toán dịch vụ
B24DCCC000,2024-08-29,dat,Di chuyển,57265,Thanh toán dịch vụ
B24DCCC000,2024-08-25,dat,Y tế,218136,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-02,dat,Giải trí,407008,Khoản chi đột xuất
B24DCCC000,2024-09-01,dat,Khác,107453,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-13,dat,Y tế,333207,Thanh toán dịch vụ
B24DCCC000,2024-03-14,dat,Di chuyển,484545,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-15,dat,Học tập,247280,Thanh toán dịch vụ
B24DCCC000,2024-12-19,dat,Ăn uống,376973,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-18,dat,Ăn uống,391414,Khoản chi đột xuất
B24DCCC000,2024-06-24,dat,Giải trí,45160,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-08,dat,Học tập,333122,Khoản chi đột xuất
B24DCCC000,2024-11-27,dat,Mua sắm,318899,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-16,dat,Y tế,187391,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-05,dat,Ăn uống,484228,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-19,dat,Y tế,43914,Khoản chi đột xuất
B24DCCC000,2024-12-09,dat,Di chuyển,359756,Thanh toán dịch vụ
B24DCCC000,2024-02-16,dat,Ăn uống,381806,Thanh toán dịch vụ
B24DCCC000,2024-03-08,dat,Di chuyển,89132,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-09,dat,Di chuyển,418941,Thanh toán dịch vụ
B24DCCC000,2024-09-09,dat,Ăn uống,422612,Khoản chi đột xuất
B24DCCC000,2024-07-11,dat,Mua sắm,418616,Thanh toán dịch vụ
B24DCCC000,2024-08-22,dat,Học tập,279308,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-01,dat,Mua sắm,252185,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-14,dat,Ăn uống,227358,Chi phí cần thiết trong tháng
B24DCCC000,2024-06-23,dat,Mua sắm,372566,Khoản chi đột xuất
B24DCCC000,2024-02-29,dat,Di chuyển,27731,Thanh toán dịch vụ
B24DCCC000,2024-08-10,dat,Khác,387283,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-28,dat,Khác,127371,Khoản chi đột xuất
B24DCCC000,2024-07-02,dat,Mua sắm,262742,Khoản chi đột xuất
B24DCCC000,2024-07-06,dat,Ăn uống,278538,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-24,dat,Khác,406796,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-17,dat,Di chuyển,73651,Khoản chi đột xuất
B24DCCC000,2024-03-28,dat,Y tế,38014,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-10,dat,Di chuyển,101155,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-03,dat,Khác,49470,Khoản chi đột xuất
B24DCCC000,2024-01-19,dat,Ăn uống,422158,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-25,dat,Di chuyển,487123,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-27,dat,Học tập,263861,Khoản chi đột xuất
B24DCCC000,2024-07-15,dat,Ăn uống,388692,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-28,dat,Y tế,182411,Khoản chi đột xuất
B24DCCC000,2024-04-01,dat,Ăn uống,381201,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-13,dat,Học tập,82567,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-11-16,dat,Mua sắm,98088,Khoản chi đột xuất
B24DCCC000,2024-12-01,dat,Di chuyển,414091,Thanh toán dịch vụ
B24DCCC000,2024-08-13,dat,Di chuyển,78397,Khoản chi đột xuất
B24DCCC000,2024-02-03,dat,Khác,321851,Thanh toán dịch vụ
B24DCCC000,2024-09-24,dat,Khác,393304,Thanh toán dịch vụ
B24DCCC000,2024-07-18,dat,Di chuyển,67677,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-30,dat,Ăn uống,61628,Khoản chi đột xuất
B24DCCC000,2024-07-08,dat,Giải trí,261415,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-22,dat,Mua sắm,440216,Khoản chi đột xuất
B24DCCC000,2024-06-11,dat,Di chuyển,370761,Thanh toán dịch vụ
B24DCCC000,2024-11-14,dat,Khác,252466,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-22,dat,Giải trí,474933,Chi phí cần thiết trong tháng
B24DCCC000,2024-06-13,dat,Học tập,259559,Thanh toán dịch vụ
B24DCCC000,2024-01-27,dat,Di chuyển,428329,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-10,dat,Giải trí,98966,Khoản chi đột xuất
B24DCCC000,2024-10-29,dat,Y tế,80688,Thanh toán dịch vụ
B24DCCC000,2024-04-27,dat,Mua sắm,398988,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-09,dat,Mua sắm,203705,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-25,dat,Y tế,329263,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-06,dat,Học tập,440504,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-17,dat,Học tập,302736,Khoản chi đột xuất
B24DCCC000,2024-11-21,dat,Di chuyển,443978,Thanh toán dịch vụ
B24DCCC000,2024-09-28,dat,Khác,370750,Thanh toán dịch vụ
B24DCCC000,2024-02-09,dat,Khác,52256,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-19,dat,Ăn uống,253616,Chi phí cần thiết trong tháng
B24DCCC000,2024-11-25,dat,Khác,276525,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-22,dat,Y tế,187470,Thanh toán dịch vụ
B24DCCC000,2024-03-18,dat,Di chuyển,214797,Chi phí cần thiết trong tháng
B24DCCC000,2024-04-20,dat,Mua sắm,292903,Khoản chi đột xuất
B24DCCC000,2024-10-01,dat,Di chuyển,65921,Thanh toán dịch vụ
B24DCCC000,2024-08-30,dat,Y tế,205828,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-14,dat,Di chuyển,78451,Khoản chi đột xuất
B24DCCC000,2024-05-14,dat,Y tế,248084,Thanh toán dịch vụ
B24DCCC000,2024-05-02,dat,Y tế,104098,Thanh toán dịch vụ
B24DCCC000,2024-01-31,dat,Y tế,289486,Thanh toán dịch vụ
B24DCCC000,2024-07-08,dat,Học tập,427807,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-16,dat,Ăn uống,391725,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-12-20,dat,Mua sắm,389777,Khoản chi đột xuất
B24DCCC000,2024-03-09,dat,Mua sắm,230068,Thanh toán dịch vụ
B24DCCC000,2024-04-02,dat,Học tập,386221,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-06,dat,Học tập,48003,Thanh toán dịch vụ
B24DCCC000,2024-12-05,dat,Giải trí,158853,Khoản chi đột xuất
B24DCCC000,2024-03-14,dat,Học tập,147269,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-02-11,dat,Học tập,299103,Thanh toán dịch vụ
B24DCCC000,2024-01-18,dat,Di chuyển,461801,Khoản chi đột xuất
B24DCCC000,2024-08-21,dat,Y tế,367032,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-25,dat,Giải trí,315579,Chi phí cần thiết trong tháng
B24DCCC000,2024-02-17,dat,Ăn uống,24983,Thanh toán dịch vụ
B24DCCC000,2024-09-27,dat,Di chuyển,101481,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-02-09,dat,Mua sắm,106965,Chi phí cần thiết trong tháng
B24DCCC000,2024-10-20,dat,Giải trí,76569,Khoản chi đột xuất
B24DCCC000,2024-09-14,dat,Ăn uống,431270,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-14,dat,Y tế,468449,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-21,dat,Khác,127668,Khoản chi đột xuất
B24DCCC000,2024-11-04,dat,Khác,227543,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-06-19,dat,Khác,239718,Chi phí cần thiết trong tháng
B24DCCC000,2024-03-19,dat,Khác,392661,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-03,dat,Mua sắm,480196,Thanh toán dịch vụ
B24DCCC000,2024-11-24,dat,Di chuyển,402881,Khoản chi đột xuất
B24DCCC000,2024-08-17,dat,Di chuyển,482618,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-27,dat,Y tế,444212,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-08,dat,Mua sắm,313318,Khoản chi đột xuất
B24DCCC000,2024-07-21,dat,Học tập,53293,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-25,dat,Khác,122662,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-04-12,dat,Khác,455217,Thanh toán dịch vụ
B24DCCC000,2024-09-20,dat,Giải trí,368406,Thanh toán dịch vụ
B24DCCC000,2024-04-23,dat,Khác,417933,Khoản chi đột xuất
B24DCCC000,2024-05-28,dat,Mua sắm,414619,Khoản chi đột xuất
B24DCCC000,2024-03-10,dat,Mua sắm,172782,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-01-13,dat,Học tập,34784,Khoản chi đột xuất
B24DCCC000,2024-07-02,dat,Giải trí,151692,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-09-22,dat,Mua sắm,400055,Thanh toán dịch vụ
B24DCCC000,2024-01-04,dat,Di chuyển,357516,Khoản chi đột xuất
B24DCCC000,2024-01-20,dat,Y tế,355356,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-02,dat,Giải trí,388207,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-03-06,dat,Ăn uống,32833,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-08-31,dat,Khác,140539,Khoản chi đột xuất
B24DCCC000,2024-08-22,dat,Học tập,22994,Khoản chi đột xuất
B24DCCC000,2024-12-14,dat,Giải trí,193590,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-02-17,dat,Ăn uống,372574,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-10-11,dat,Mua sắm,455107,Chi phí cần thiết trong tháng
B24DCCC000,2024-08-29,dat,Di chuyển,130611,Khoản chi đột xuất
B24DCCC000,2024-02-05,dat,Khác,283562,Chi phí cần thiết trong tháng
B24DCCC000,2024-09-08,dat,Học tập,468313,Khoản chi đột xuất
B24DCCC000,2024-01-21,dat,Mua sắm,130096,Khoản chi đột xuất
B24DCCC000,2024-06-05,dat,Học tập,33740,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-05-26,dat,Học tập,419922,Thanh toán dịch vụ
B24DCCC000,2024-08-25,dat,Mua sắm,259419,Chi phí cần thiết trong tháng
B24DCCC000,2024-05-30,dat,Ăn uống,138106,Phí dịch vụ hoặc tiện ích
B24DCCC000,2024-07-18,dat,Giải trí,275129,Chi phí cần thiết trong tháng
B24DCCC000,2024-01-13,dat,Di chuyển,469196,Khoản chi đột xuất
